enzyme	source	reaction	cid
At_72D1	negatives H	0	147157
At_72D1	negatives OMe	0	14349486
At_72D1	negatives H	0	30553
At_72D1	negatives OMe	0	5262584
At_72D1	negatives OAc	0	148791698
At_72D1	negatives H	0	119087140
At_72D1	negatives OMe	0	1383603
At_72D1	negatives OAc	0	12514018
At_72D1	negatives H	0	53694162
At_72D1	negatives H	0	53694162
At_72D1	negatives OMe	0	54139758
At_72D1	negatives OMe	0	54139758
At_72D1	negatives OAc	0	103607
At_72D1	negatives H	0	154128759
At_72D1	negatives OAc	0	3019951
At_72D1	negatives H	0	54005809
At_72D1	negatives H	0	54005809
At_72D1	negatives OMe	0	54056893
At_72D1	negatives OMe	0	54056893
At_72D1	negatives OAc	0	90720
At_72D1	negatives H	0	26955
At_72D1	negatives OAc	0	66856475
At_72D1	negatives F	0	44587007
At_72D1	negatives Cl	0	44587010
At_72D1	negatives OMe	0	3085295
At_72D1	negatives OMe	0	147795
At_72D1	negatives OMe	0	147795
At_72D1	negatives OAc	0	2817225
At_72D1	negatives F	0	11032058
At_72D1	negatives OMe	0	22716855
At_72D1	negatives Cl	0	67042231
At_72D1	negatives Cl	0	67042231
At_72D1	negatives OAc	0	54484293
At_72D1	negatives H	0	20976640
At_72D1	negatives F	0	137530204
At_72D1	negatives F	0	20083560
At_72D1	negatives OMe	0	11149475
At_72C1	negatives H	0	4685
At_72C1	negatives Cl	0	4685
At_72C1	negatives F	0	136173
At_72C1	negatives Cl	0	13
At_72C1	negatives H	0	13
At_72C1	negatives Cl	0	13
At_72C1	negatives OMe	0	16125
At_72C1	negatives OAc	0	520466
At_72C1	negatives H	0	7150
At_72C1	negatives H	0	7150
At_72C1	negatives H	0	7150
At_72C1	negatives H	0	7150
At_72C1	negatives F	0	67878
At_72C1	negatives F	0	67878
At_72C1	negatives Cl	0	14307
At_72C1	negatives Cl	0	14307
At_72C1	negatives OMe	0	8499
At_72C1	negatives OMe	0	8499
At_72C1	negatives OAc	0	578495
At_72C1	negatives OAc	0	578495
At_72C1	negatives H	0	1140
At_72C1	negatives H	0	1140
At_72C1	negatives F	0	9591
At_72C1	negatives F	0	9591
At_72C1	negatives Cl	0	7503
At_72C1	negatives OMe	0	10869
At_72C1	negatives OMe	0	10869
At_72C1	negatives OAc	0	8785
At_72C1	negatives H	0	241
At_72C1	negatives H	0	241
At_72C1	negatives F	0	10008
At_72C1	negatives F	0	10008
At_72C1	negatives Cl	0	7964
At_72C1	negatives Cl	0	7964
At_72C1	negatives H	0	7964
At_72C1	negatives OMe	0	7519
At_72C1	negatives OMe	0	7519
At_72C1	negatives OAc	0	31229
At_72C1	negatives OAc	0	31229
At_72C1	negatives H	0	10251
At_72C1	negatives H	0	10251
At_72C1	negatives H	0	10251
At_72C1	negatives H	0	10251
At_72C1	negatives H	0	10251
At_72C1	negatives H	0	10251
At_72C1	negatives H	0	10251
At_72C1	negatives F	0	5270543
At_72C1	negatives F	0	5270543
At_72C1	negatives F	0	5270543
At_72C1	negatives Cl	0	242065
At_72C1	negatives Cl	0	242065
At_72C1	negatives OMe	0	2825024
At_72C1	negatives OMe	0	2825024
At_72C1	negatives OAc	0	12669351
At_72C1	negatives H	0	2759713
At_72C1	negatives F	0	55273731
At_72C1	negatives Cl	0	55275176
At_72C1	negatives OMe	0	7127
At_72C1	negatives OAc	0	7136
At_72C1	negatives F	0	521184
At_72C1	negatives Cl	0	11895
At_72C1	negatives Cl	0	11895
At_72C1	negatives OMe	0	79332
At_72C1	negatives OAc	0	577969
At_72C1	negatives F	0	67854
At_72C1	negatives OMe	0	61151
At_72C1	negatives OAc	0	68484
At_72C1	negatives F	0	9604
At_72C1	negatives OMe	0	12167
At_72C1	negatives OAc	0	13410
At_72C1	negatives H	0	64802
At_72C1	negatives F	0	11368162
At_72C1	negatives Cl	0	247344
At_72C1	negatives OMe	0	10681515
At_72C1	negatives OAc	0	13807896
At_72C1	negatives Cl	0	7238
At_72C1	negatives OAc	0	10778
At_72C1	negatives H	0	42268
At_72C1	negatives Cl	0	34140
At_72C1	negatives OMe	0	627458
At_72C1	negatives OAc	0	625694
At_72C1	negatives H	0	7500
At_72C1	negatives H	0	7500
At_72C1	negatives F	0	285371
At_72C1	negatives Cl	0	231496
At_72C1	negatives OMe	0	19089
At_72C1	negatives OAc	0	7654
At_72C1	negatives H	0	17090
At_72C1	negatives F	0	14382157
At_72C1	negatives Cl	0	101693
At_72C1	negatives OMe	0	108507
At_72C1	negatives OAc	0	8294
At_72C1	negatives H	0	7950
At_72C1	negatives F	0	142093
At_72C1	negatives Cl	0	12468
At_72C1	negatives OMe	0	6884
At_72C1	negatives OAc	0	31894
At_72C1	negatives H	0	7463
At_72C1	negatives F	0	20596579
At_72C1	negatives Cl	0	20421
At_72C1	negatives OMe	0	14104
At_72C1	negatives OAc	0	68252
At_72C1	negatives F	0	11105361
At_72C1	negatives Cl	0	6995
At_72C1	negatives OMe	0	84654
At_72C1	negatives OAc	0	9898919
At_72C1	negatives H	0	240
At_72C1	negatives H	0	240
At_72C1	negatives F	0	67970
At_72C1	negatives F	0	67970
At_72C1	negatives Cl	0	6996
At_72C1	negatives Cl	0	6996
At_72C1	negatives OMe	0	8658
At_72C1	negatives OAc	0	237228
At_72C1	negatives H	0	931
At_72C1	negatives F	0	9450
At_72C1	negatives Cl	0	7003
At_72C1	negatives OMe	0	16668
At_72C1	negatives OAc	0	13247
At_72C1	negatives H	0	9025
At_72C1	negatives F	0	10796995
At_72C1	negatives Cl	0	13015717
At_72C1	negatives OMe	0	12462
At_72C1	negatives OAc	0	255587
At_72C1	negatives F	0	123059
At_72C1	negatives Cl	0	7270
At_72C1	negatives OMe	0	22503
At_72C1	negatives OAc	0	79367
At_72C1	negatives H	0	2345
At_72C1	negatives H	0	2345
At_72C1	negatives F	0	579331
At_72C1	negatives Cl	0	222393
At_72C1	negatives OMe	0	584904
At_72C1	negatives OAc	0	334306
At_72C1	negatives H	0	10943
At_72C1	negatives F	0	123112
At_72C1	negatives OMe	0	11119
At_72C1	negatives OAc	0	22812
At_72C1	negatives H	0	94156
At_72C1	negatives Cl	0	20452412
At_72C1	negatives OMe	0	45117142
At_72C1	negatives OAc	0	15725797
At_72C1	negatives H	0	85447335
At_72C1	negatives OMe	0	72648693
At_72C1	negatives OAc	0	3280140
At_72C1	negatives H	0	75074
At_72C1	negatives F	0	12398446
At_72C1	negatives Cl	0	12398447
At_72C1	negatives OMe	0	15956
At_72C1	negatives OAc	0	14299523
At_72C1	negatives H	0	7239
At_72C1	negatives F	0	119011
At_72C1	negatives Cl	0	6895
At_72C1	negatives H	0	6895
At_72C1	negatives OMe	0	16126
At_72C1	negatives OAc	0	182325
At_72C1	negatives H	0	21671
At_72C1	negatives Cl	0	162397
At_72C1	negatives OMe	0	85755
At_72C1	negatives OAc	0	111037
At_72C1	negatives H	0	85730
At_72C1	negatives OMe	0	61325
At_72C1	negatives OAc	0	61334
At_72C1	negatives F	0	142094
At_72C1	negatives Cl	0	12463
At_72C1	negatives OMe	0	41017
At_72C1	negatives OAc	0	522000
At_72C1	negatives H	0	13031970
At_72C1	negatives OMe	0	3020659
At_72C1	negatives OAc	0	21465661
At_72C1	negatives H	0	4175
At_72C1	negatives OMe	0	70884183
At_72C1	negatives OAc	0	10225624
At_72C1	negatives H	0	6199
At_72C1	negatives H	0	6199
At_72C1	negatives OMe	0	4114
At_72C1	negatives OAc	0	100617
At_72C1	negatives H	0	7410
At_72C1	negatives F	0	96744
At_72C1	negatives Cl	0	7467
At_72C1	negatives OMe	0	7476
At_72C1	negatives OAc	0	83063
At_72C1	negatives OMe	0	31244
At_72C1	negatives OAc	0	70144
At_72C1	negatives H	0	3102
At_72C1	negatives H	0	3102
At_72C1	negatives F	0	67650
At_72C1	negatives F	0	67650
At_72C1	negatives Cl	0	78838
At_72C1	negatives OMe	0	69146
At_72C1	negatives OMe	0	69146
At_72C1	negatives OAc	0	607716
At_72C1	negatives H	0	14909454
At_72C1	negatives OMe	0	12240636
At_72C1	negatives H	0	9229
At_72C1	negatives F	0	22096539
At_72C1	negatives Cl	0	138966
At_72C1	negatives OMe	0	592453
At_72C1	negatives OAc	0	67591
At_72C1	negatives Cl	0	8653
At_72C1	negatives OAc	0	10955672
At_72C1	negatives H	0	145858
At_72C1	negatives OMe	0	85777085
At_72C1	negatives H	0	163085752
At_72C1	negatives OMe	0	330542
At_72C1	negatives H	0	11124
At_72C1	negatives F	0	15655238
At_72C1	negatives Cl	0	28659
At_72C1	negatives OMe	0	19710
At_72C1	negatives OAc	0	221165
At_72C1	negatives Cl	0	2817223
At_72C1	negatives OMe	0	102928
At_72C1	negatives OAc	0	141006514
At_72C1	negatives H	0	11502
At_72C1	negatives F	0	607798
At_72C1	negatives Cl	0	611808
At_72C1	negatives OMe	0	610875
At_72C1	negatives OAc	0	66777173
At_72C1	negatives H	0	54105512
At_72C1	negatives OMe	0	54105512
At_72C1	negatives Cl	0	123866419
At_72C1	negatives OMe	0	94307
At_72C1	negatives OAc	0	226487
At_72C1	negatives H	0	7644
At_72C1	negatives H	0	7644
At_72C1	negatives H	0	7644
At_72C1	negatives H	0	7644
At_72C1	negatives F	0	1481671
At_72C1	negatives Cl	0	53441188
At_72C1	negatives OMe	0	595377
At_72C1	negatives OAc	0	223144
At_72C1	negatives F	0	53395455
At_72C1	negatives Cl	0	2755679
At_72C1	negatives Cl	0	2755679
At_72C1	negatives OAc	0	85773370
At_72C1	negatives OAc	0	85773370
At_72C1	negatives F	0	958750
At_72C1	negatives F	0	958750
At_72C1	negatives Cl	0	98955
At_72C1	negatives OMe	0	92841
At_72C1	negatives OMe	0	92841
At_72C1	negatives OAc	0	237447
At_72C1	negatives H	0	137614
At_72C1	negatives F	0	71339444
At_72C1	negatives Cl	0	99106
At_72C1	negatives OMe	0	75724
At_72C1	negatives OAc	0	7780
At_72C1	negatives H	0	5150599
At_72C1	negatives OMe	0	146047
At_72C1	negatives OAc	0	72738902
At_72C1	negatives H	0	9948
At_72C1	negatives F	0	12693379
At_72C1	negatives Cl	0	12689827
At_72C1	negatives OMe	0	244690
At_72C1	negatives OAc	0	45069335
At_72C1	negatives H	0	179615
At_72C1	negatives F	0	76832036
At_72C1	negatives Cl	0	54182336
At_72C1	negatives OMe	0	7128
At_72C1	negatives OAc	0	7137
At_72C1	negatives H	0	7374
At_72C1	negatives F	0	157153
At_72C1	negatives Cl	0	9481
At_72C1	negatives OMe	0	54413375
At_72C1	negatives OAc	0	69560032
At_72C1	negatives H	0	10680
At_72C1	negatives H	0	10680
At_72C1	negatives H	0	10680
At_72C1	negatives H	0	10680
At_72C1	negatives H	0	10680
At_72C1	negatives H	0	10680
At_72C1	negatives H	0	10680
At_72C1	negatives H	0	10680
At_72C1	negatives H	0	10680
At_72C1	negatives F	0	261397
At_72C1	negatives Cl	0	151515
At_72C1	negatives Cl	0	151515
At_72C1	negatives OMe	0	94525
At_72C1	negatives OMe	0	94525
At_72C1	negatives OAc	0	15731437
At_72C1	negatives OMe	0	2355
At_72C1	negatives OAc	0	802311
At_72C1	negatives H	0	77793
At_72C1	negatives OMe	0	77793
At_72C1	negatives OMe	0	77793
At_72C1	negatives OMe	0	77793
At_72C1	negatives F	0	166154999
At_72C1	negatives OMe	0	688669
At_72C1	negatives OAc	0	622751
At_72C1	negatives F	0	261394
At_72C1	negatives Cl	0	466273
At_72C1	negatives Cl	0	466273
At_72C1	negatives Cl	0	466273
At_72C1	negatives OAc	0	11507421
At_72C1	negatives OAc	0	11507421
At_72C1	negatives OAc	0	11507421
At_72C1	negatives F	0	261393
At_72C1	negatives F	0	261393
At_72C1	negatives F	0	261393
At_72C1	negatives F	0	261393
At_72C1	negatives Cl	0	466272
At_72C1	negatives OMe	0	466268
At_72C1	negatives OMe	0	466268
At_72C1	negatives OMe	0	466268
At_72C1	negatives OMe	0	466268
At_72C1	negatives H	0	11240776
At_72C1	negatives OMe	0	11240776
At_72C1	negatives OMe	0	8417
At_72C1	negatives OAc	0	9991610
At_72C1	negatives H	0	11833
At_72C1	negatives F	0	15717462
At_72C1	negatives Cl	0	11446884
At_72C1	negatives OMe	0	390807
At_72C1	negatives OAc	0	366
At_72C1	negatives H	0	162886613
At_72C1	negatives H	0	72304
At_72C1	negatives H	0	72304
At_72C1	negatives F	0	11085875
At_72C1	negatives F	0	11085875
At_72C1	negatives Cl	0	12209506
At_72C1	negatives Cl	0	12209506
At_72C1	negatives OMe	0	15262172
At_72C1	negatives H	0	323
At_72C1	negatives H	0	323
At_72C1	negatives F	0	596339
At_72C1	negatives Cl	0	12732963
At_72C1	negatives Cl	0	12732963
At_72C1	negatives OAc	0	928228
At_72C1	negatives OAc	0	928228
At_72C1	negatives F	0	10057850
At_72C1	negatives OMe	0	10748
At_72C1	negatives F	0	261395
At_72C1	negatives Cl	0	248021
At_72C1	negatives OAc	0	1695558
At_72C1	negatives OAc	0	12553720
At_72C1	negatives OAc	0	12553720
At_72C1	negatives OAc	0	12553720
At_72C1	negatives F	0	10988376
At_72C1	negatives Cl	0	736736
At_72C1	negatives H	0	7020
At_72C1	negatives F	0	21928631
At_72C1	negatives Cl	0	615442
At_72C1	negatives OMe	0	71034
At_72C1	negatives OAc	0	10467474
At_72C1	negatives F	0	261391
At_72C1	negatives Cl	0	129883109
At_72C1	negatives OAc	0	1666397
At_72C1	negatives H	0	213728
At_72C1	negatives OMe	0	689014
At_72C1	negatives OMe	0	638006
At_72C1	negatives OAc	0	746449
At_72C1	negatives H	0	147157
At_72C1	negatives OMe	0	14349486
At_72C1	negatives H	0	30553
At_72C1	negatives OMe	0	5262584
At_72C1	negatives OAc	0	148791698
At_72C1	negatives H	0	119087140
At_72C1	negatives OMe	0	1383603
At_72C1	negatives OAc	0	12514018
At_72C1	negatives H	0	53694162
At_72C1	negatives H	0	53694162
At_72C1	negatives OMe	0	54139758
At_72C1	negatives OMe	0	54139758
At_72C1	negatives OAc	0	103607
At_72C1	negatives H	0	154128759
At_72C1	negatives OAc	0	3019951
At_72C1	negatives H	0	54005809
At_72C1	negatives H	0	54005809
At_72C1	negatives OMe	0	54056893
At_72C1	negatives OMe	0	54056893
At_72C1	negatives OAc	0	90720
At_72C1	negatives H	0	26955
At_72C1	negatives OAc	0	66856475
At_72C1	negatives F	0	44587007
At_72C1	negatives Cl	0	44587010
At_72C1	negatives OMe	0	3085295
At_72C1	negatives OMe	0	147795
At_72C1	negatives OMe	0	147795
At_72C1	negatives OAc	0	2817225
At_72C1	negatives F	0	11032058
At_72C1	negatives OMe	0	22716855
At_72C1	negatives Cl	0	67042231
At_72C1	negatives Cl	0	67042231
At_72C1	negatives OAc	0	54484293
At_72C1	negatives H	0	20976640
At_72C1	negatives F	0	137530204
At_72C1	negatives F	0	20083560
At_72C1	negatives OMe	0	11149475
At_72B3	negatives H	0	4685
At_72B3	negatives Cl	0	4685
At_72B3	negatives F	0	136173
At_72B3	negatives Cl	0	13
At_72B3	negatives H	0	13
At_72B3	negatives Cl	0	13
At_72B3	negatives OMe	0	16125
At_72B3	negatives OAc	0	520466
At_72B3	negatives H	0	7150
At_72B3	negatives H	0	7150
At_72B3	negatives H	0	7150
At_72B3	negatives H	0	7150
At_72B3	negatives F	0	67878
At_72B3	negatives F	0	67878
At_72B3	negatives Cl	0	14307
At_72B3	negatives Cl	0	14307
At_72B3	negatives OMe	0	8499
At_72B3	negatives OMe	0	8499
At_72B3	negatives OAc	0	578495
At_72B3	negatives OAc	0	578495
At_72B3	negatives H	0	1140
At_72B3	negatives H	0	1140
At_72B3	negatives F	0	9591
At_72B3	negatives F	0	9591
At_72B3	negatives Cl	0	7503
At_72B3	negatives OMe	0	10869
At_72B3	negatives OMe	0	10869
At_72B3	negatives OAc	0	8785
At_72B3	negatives H	0	241
At_72B3	negatives H	0	241
At_72B3	negatives F	0	10008
At_72B3	negatives F	0	10008
At_72B3	negatives Cl	0	7964
At_72B3	negatives Cl	0	7964
At_72B3	negatives H	0	7964
At_72B3	negatives OMe	0	7519
At_72B3	negatives OMe	0	7519
At_72B3	negatives OAc	0	31229
At_72B3	negatives OAc	0	31229
At_72B3	negatives H	0	10251
At_72B3	negatives H	0	10251
At_72B3	negatives H	0	10251
At_72B3	negatives H	0	10251
At_72B3	negatives H	0	10251
At_72B3	negatives H	0	10251
At_72B3	negatives H	0	10251
At_72B3	negatives F	0	5270543
At_72B3	negatives F	0	5270543
At_72B3	negatives F	0	5270543
At_72B3	negatives Cl	0	242065
At_72B3	negatives Cl	0	242065
At_72B3	negatives OMe	0	2825024
At_72B3	negatives OMe	0	2825024
At_72B3	negatives OAc	0	12669351
At_72B3	negatives H	0	2759713
At_72B3	negatives F	0	55273731
At_72B3	negatives Cl	0	55275176
At_72B3	negatives OMe	0	7127
At_72B3	negatives OAc	0	7136
At_72B3	negatives F	0	521184
At_72B3	negatives Cl	0	11895
At_72B3	negatives Cl	0	11895
At_72B3	negatives OMe	0	79332
At_72B3	negatives OAc	0	577969
At_72B3	negatives F	0	67854
At_72B3	negatives OMe	0	61151
At_72B3	negatives OAc	0	68484
At_72B3	negatives F	0	9604
At_72B3	negatives OMe	0	12167
At_72B3	negatives OAc	0	13410
At_72B3	negatives H	0	64802
At_72B3	negatives F	0	11368162
At_72B3	negatives Cl	0	247344
At_72B3	negatives OMe	0	10681515
At_72B3	negatives OAc	0	13807896
At_72B3	negatives Cl	0	7238
At_72B3	negatives OAc	0	10778
At_72B3	negatives H	0	42268
At_72B3	negatives Cl	0	34140
At_72B3	negatives OMe	0	627458
At_72B3	negatives OAc	0	625694
At_72B3	negatives H	0	7500
At_72B3	negatives H	0	7500
At_72B3	negatives F	0	285371
At_72B3	negatives Cl	0	231496
At_72B3	negatives OMe	0	19089
At_72B3	negatives OAc	0	7654
At_72B3	negatives H	0	17090
At_72B3	negatives F	0	14382157
At_72B3	negatives Cl	0	101693
At_72B3	negatives OMe	0	108507
At_72B3	negatives OAc	0	8294
At_72B3	negatives H	0	7950
At_72B3	negatives F	0	142093
At_72B3	negatives Cl	0	12468
At_72B3	negatives OMe	0	6884
At_72B3	negatives OAc	0	31894
At_72B3	negatives H	0	7463
At_72B3	negatives F	0	20596579
At_72B3	negatives Cl	0	20421
At_72B3	negatives OMe	0	14104
At_72B3	negatives OAc	0	68252
At_72B3	negatives F	0	11105361
At_72B3	negatives Cl	0	6995
At_72B3	negatives OMe	0	84654
At_72B3	negatives OAc	0	9898919
At_72B3	negatives H	0	240
At_72B3	negatives H	0	240
At_72B3	negatives F	0	67970
At_72B3	negatives F	0	67970
At_72B3	negatives Cl	0	6996
At_72B3	negatives Cl	0	6996
At_72B3	negatives OMe	0	8658
At_72B3	negatives OAc	0	237228
At_72B3	negatives H	0	931
At_72B3	negatives F	0	9450
At_72B3	negatives Cl	0	7003
At_72B3	negatives OMe	0	16668
At_72B3	negatives OAc	0	13247
At_72B3	negatives H	0	9025
At_72B3	negatives F	0	10796995
At_72B3	negatives Cl	0	13015717
At_72B3	negatives OMe	0	12462
At_72B3	negatives OAc	0	255587
At_72B3	negatives F	0	123059
At_72B3	negatives Cl	0	7270
At_72B3	negatives OMe	0	22503
At_72B3	negatives OAc	0	79367
At_72B3	negatives H	0	2345
At_72B3	negatives H	0	2345
At_72B3	negatives F	0	579331
At_72B3	negatives Cl	0	222393
At_72B3	negatives OMe	0	584904
At_72B3	negatives OAc	0	334306
At_72B3	negatives H	0	10943
At_72B3	negatives F	0	123112
At_72B3	negatives OMe	0	11119
At_72B3	negatives OAc	0	22812
At_72B3	negatives H	0	94156
At_72B3	negatives Cl	0	20452412
At_72B3	negatives OMe	0	45117142
At_72B3	negatives OAc	0	15725797
At_72B3	negatives H	0	85447335
At_72B3	negatives OMe	0	72648693
At_72B3	negatives OAc	0	3280140
At_72B3	negatives H	0	75074
At_72B3	negatives F	0	12398446
At_72B3	negatives Cl	0	12398447
At_72B3	negatives OMe	0	15956
At_72B3	negatives OAc	0	14299523
At_72B3	negatives H	0	7239
At_72B3	negatives F	0	119011
At_72B3	negatives Cl	0	6895
At_72B3	negatives H	0	6895
At_72B3	negatives OMe	0	16126
At_72B3	negatives OAc	0	182325
At_72B3	negatives H	0	21671
At_72B3	negatives Cl	0	162397
At_72B3	negatives OMe	0	85755
At_72B3	negatives OAc	0	111037
At_72B3	negatives H	0	85730
At_72B3	negatives OMe	0	61325
At_72B3	negatives OAc	0	61334
At_72B3	negatives F	0	142094
At_72B3	negatives Cl	0	12463
At_72B3	negatives OMe	0	41017
At_72B3	negatives OAc	0	522000
At_72B3	negatives H	0	13031970
At_72B3	negatives OMe	0	3020659
At_72B3	negatives OAc	0	21465661
At_72B3	negatives H	0	4175
At_72B3	negatives OMe	0	70884183
At_72B3	negatives OAc	0	10225624
At_72B3	negatives H	0	6199
At_72B3	negatives H	0	6199
At_72B3	negatives OMe	0	4114
At_72B3	negatives OAc	0	100617
At_72B3	negatives H	0	7410
At_72B3	negatives F	0	96744
At_72B3	negatives Cl	0	7467
At_72B3	negatives OMe	0	7476
At_72B3	negatives OAc	0	83063
At_72B3	negatives OMe	0	31244
At_72B3	negatives OAc	0	70144
At_72B3	negatives H	0	3102
At_72B3	negatives H	0	3102
At_72B3	negatives F	0	67650
At_72B3	negatives F	0	67650
At_72B3	negatives Cl	0	78838
At_72B3	negatives OMe	0	69146
At_72B3	negatives OMe	0	69146
At_72B3	negatives OAc	0	607716
At_72B3	negatives H	0	14909454
At_72B3	negatives OMe	0	12240636
At_72B3	negatives H	0	9229
At_72B3	negatives F	0	22096539
At_72B3	negatives Cl	0	138966
At_72B3	negatives OMe	0	592453
At_72B3	negatives OAc	0	67591
At_72B3	negatives Cl	0	8653
At_72B3	negatives OAc	0	10955672
At_72B3	negatives H	0	145858
At_72B3	negatives OMe	0	85777085
At_72B3	negatives H	0	163085752
At_72B3	negatives OMe	0	330542
At_72B3	negatives H	0	11124
At_72B3	negatives F	0	15655238
At_72B3	negatives Cl	0	28659
At_72B3	negatives OMe	0	19710
At_72B3	negatives OAc	0	221165
At_72B3	negatives Cl	0	2817223
At_72B3	negatives OMe	0	102928
At_72B3	negatives OAc	0	141006514
At_72B3	negatives H	0	11502
At_72B3	negatives F	0	607798
At_72B3	negatives Cl	0	611808
At_72B3	negatives OMe	0	610875
At_72B3	negatives OAc	0	66777173
At_72B3	negatives H	0	54105512
At_72B3	negatives OMe	0	54105512
At_72B3	negatives Cl	0	123866419
At_72B3	negatives OMe	0	94307
At_72B3	negatives OAc	0	226487
At_72B3	negatives H	0	7644
At_72B3	negatives H	0	7644
At_72B3	negatives H	0	7644
At_72B3	negatives H	0	7644
At_72B3	negatives F	0	1481671
At_72B3	negatives Cl	0	53441188
At_72B3	negatives OMe	0	595377
At_72B3	negatives OAc	0	223144
At_72B3	negatives F	0	53395455
At_72B3	negatives Cl	0	2755679
At_72B3	negatives Cl	0	2755679
At_72B3	negatives OAc	0	85773370
At_72B3	negatives OAc	0	85773370
At_72B3	negatives F	0	958750
At_72B3	negatives F	0	958750
At_72B3	negatives Cl	0	98955
At_72B3	negatives OMe	0	92841
At_72B3	negatives OMe	0	92841
At_72B3	negatives OAc	0	237447
At_72B3	negatives H	0	137614
At_72B3	negatives F	0	71339444
At_72B3	negatives Cl	0	99106
At_72B3	negatives OMe	0	75724
At_72B3	negatives OAc	0	7780
At_72B3	negatives H	0	5150599
At_72B3	negatives OMe	0	146047
At_72B3	negatives OAc	0	72738902
At_72B3	negatives H	0	9948
At_72B3	negatives F	0	12693379
At_72B3	negatives Cl	0	12689827
At_72B3	negatives OMe	0	244690
At_72B3	negatives OAc	0	45069335
At_72B3	negatives H	0	179615
At_72B3	negatives F	0	76832036
At_72B3	negatives Cl	0	54182336
At_72B3	negatives OMe	0	7128
At_72B3	negatives OAc	0	7137
At_72B3	negatives H	0	7374
At_72B3	negatives F	0	157153
At_72B3	negatives Cl	0	9481
At_72B3	negatives OMe	0	54413375
At_72B3	negatives OAc	0	69560032
At_72B3	negatives H	0	10680
At_72B3	negatives H	0	10680
At_72B3	negatives H	0	10680
At_72B3	negatives H	0	10680
At_72B3	negatives H	0	10680
At_72B3	negatives H	0	10680
At_72B3	negatives H	0	10680
At_72B3	negatives H	0	10680
At_72B3	negatives H	0	10680
At_72B3	negatives F	0	261397
At_72B3	negatives Cl	0	151515
At_72B3	negatives Cl	0	151515
At_72B3	negatives OMe	0	94525
At_72B3	negatives OMe	0	94525
At_72B3	negatives OAc	0	15731437
At_72B3	negatives OMe	0	2355
At_72B3	negatives OAc	0	802311
